epoch,neuron1_bias,neuron2_bias,neuron3_bias,neuron4_bias,neuron5_bias,neuron6_bias,neuron7_bias,neuron8_bias,neuron9_bias,neuron10_bias,neuron11_bias,neuron12_bias,neuron13_bias,neuron14_bias,neuron15_bias,neuron16_bias,neuron17_bias,neuron18_bias,neuron19_bias,neuron20_bias,neuron21_bias,neuron22_bias,neuron23_bias,neuron24_bias,neuron25_bias,neuron26_bias,neuron27_bias,neuron28_bias,neuron29_bias,neuron30_bias,neuron31_bias,neuron32_bias,neuron33_bias,neuron34_bias,neuron35_bias,neuron36_bias,neuron37_bias,neuron38_bias,neuron39_bias,neuron40_bias,neuron41_bias,neuron42_bias,neuron43_bias,neuron44_bias,neuron45_bias,neuron46_bias,neuron47_bias,neuron48_bias,neuron49_bias,neuron50_bias,neuron51_bias,neuron52_bias,neuron53_bias,neuron54_bias,neuron55_bias,neuron56_bias,neuron57_bias,neuron58_bias,neuron59_bias,neuron60_bias,neuron61_bias,neuron62_bias,neuron63_bias,neuron64_bias
75,0.024047,0.014079,0.019147,-0.000000,-0.012948,-0.000000,-0.010895,0.014653,-0.000000,-0.000000,0.023562,-0.031061,-0.000000,-0.000000,0.021640,-0.048973,0.017814,0.018279,-0.000000,0.007444,0.016474,0.013788,0.006218,0.009254,-0.026597,-0.020533,0.021833,0.017191,0.017385,0.020569,0.021960,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.019472,-0.033881,-0.000012,0.018497,-0.000002,0.006778,-0.000006,-0.018794,-0.000000,0.010431,0.016570,-0.000010,0.023887,-0.000000,0.023155,-0.030794,0.016211,0.020098,0.015250,0.005455,-0.000000,-0.043888,0.016437,0.007079,-0.000000,-0.025036,0.005525
76,0.018473,0.011849,0.020133,-0.000000,-0.012948,-0.000000,-0.010895,0.011651,-0.000000,-0.000000,0.018319,-0.031061,-0.000000,-0.000000,0.017537,-0.048973,0.017697,0.017516,-0.000000,0.008418,0.021156,0.018012,0.009695,0.010174,-0.026597,-0.020533,0.018616,0.019621,0.016374,0.019650,0.020759,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.017919,-0.033881,-0.000012,0.018994,-0.000002,0.008040,-0.000006,-0.018794,-0.000000,0.006309,0.017449,-0.000010,0.021792,-0.000000,0.020632,-0.030794,0.017455,0.020229,0.020979,0.006413,-0.000000,-0.043888,0.020520,0.004849,-0.000000,-0.025036,0.006473
77,0.017472,0.010655,0.019946,-0.000000,-0.012948,-0.000000,-0.010895,0.009455,-0.000000,-0.000000,0.020160,-0.031061,-0.000000,-0.000000,0.020922,-0.048973,0.017187,0.022813,-0.000000,0.006045,0.014249,0.019192,0.002888,0.005177,-0.026597,-0.020533,0.020168,0.017534,0.024944,0.018218,0.018451,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.018326,-0.033881,-0.000012,0.020526,-0.000002,0.005463,-0.000006,-0.018794,-0.000000,0.005582,0.022052,-0.000010,0.018160,-0.000000,0.017851,-0.030794,0.023102,0.018491,0.015688,0.003641,-0.000000,-0.043888,0.020726,0.004994,-0.000000,-0.025036,0.001766
78,0.020015,0.017302,0.015628,-0.000000,-0.012948,-0.000000,-0.010895,0.014026,-0.000000,-0.000000,0.016772,-0.031061,-0.000000,-0.000000,0.017204,-0.048973,0.021183,0.021970,-0.000000,0.010031,0.015665,0.018375,0.008581,0.007768,-0.026597,-0.020533,0.016125,0.015768,0.022457,0.021969,0.018112,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.017387,-0.033881,-0.000012,0.022084,-0.000002,0.007777,-0.000006,-0.018794,-0.000000,0.005816,0.017044,-0.000010,0.016223,-0.000000,0.016577,-0.030794,0.017407,0.016974,0.012820,0.007151,-0.000000,-0.043888,0.017919,0.009596,-0.000000,-0.025036,0.008309
79,0.015706,0.013188,0.014830,-0.000000,-0.012948,-0.000000,-0.010895,0.008139,-0.000000,-0.000000,0.018142,-0.031061,-0.000000,-0.000000,0.023349,-0.048973,0.018581,0.022506,-0.000000,0.006652,0.012626,0.014128,0.005038,0.007967,-0.026597,-0.020533,0.019935,0.014239,0.019103,0.016834,0.016039,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.019832,-0.033881,-0.000012,0.022169,-0.000002,0.003253,-0.000006,-0.018794,-0.000000,0.012409,0.017757,-0.000010,0.018858,-0.000000,0.021795,-0.030794,0.017555,0.016562,0.014887,0.005275,-0.000000,-0.043888,0.018733,0.006367,-0.000000,-0.025036,0.008736
80,0.014236,0.016943,0.015743,-0.000000,-0.012948,-0.000000,-0.010895,0.006127,-0.000000,-0.000000,0.019028,-0.031061,-0.000000,-0.000000,0.017349,-0.048973,0.013836,0.021804,-0.000000,0.006522,0.013951,0.017254,0.005393,0.005472,-0.026597,-0.020533,0.025455,0.014796,0.019305,0.018438,0.019766,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.021406,-0.033881,-0.000012,0.016021,-0.000002,0.003841,-0.000006,-0.018794,-0.000000,0.009157,0.016089,-0.000010,0.018857,-0.000000,0.021631,-0.030794,0.020888,0.017486,0.010379,0.010168,-0.000000,-0.043888,0.015057,0.005610,-0.000000,-0.025036,0.008577
81,0.017696,0.013839,0.014777,-0.000000,-0.012948,-0.000000,-0.010895,0.007994,-0.000000,-0.000000,0.020100,-0.031061,-0.000000,-0.000000,0.015458,-0.048973,0.024958,0.019174,-0.000000,0.005635,0.020707,0.019645,0.007944,0.009311,-0.026597,-0.020533,0.013852,0.014800,0.025870,0.019906,0.015493,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.020588,-0.033881,-0.000012,0.016188,-0.000002,0.008878,-0.000006,-0.018794,-0.000000,0.004297,0.015945,-0.000010,0.020726,-0.000000,0.022229,-0.030794,0.017804,0.020325,0.010243,0.007436,-0.000000,-0.043888,0.012898,0.007659,-0.000000,-0.025036,0.005582
82,0.016533,0.017616,0.019197,-0.000000,-0.012948,-0.000000,-0.010895,0.003235,-0.000000,-0.000000,0.018271,-0.031061,-0.000000,-0.000000,0.014445,-0.048973,0.023022,0.020144,-0.000000,0.006681,0.021238,0.015080,0.006450,0.006703,-0.026597,-0.020533,0.016898,0.020292,0.022189,0.020518,0.017854,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.017613,-0.033881,-0.000012,0.015505,-0.000002,0.005810,-0.000006,-0.018794,-0.000000,0.004625,0.021045,-0.000010,0.019944,-0.000000,0.023759,-0.030794,0.019690,0.017459,0.008646,0.006956,-0.000000,-0.043888,0.018744,0.009267,-0.000000,-0.025036,0.003346
83,0.015182,0.020092,0.016931,-0.000000,-0.012948,-0.000000,-0.010895,0.000158,-0.000000,-0.000000,0.020056,-0.031061,-0.000000,-0.000000,0.019660,-0.048973,0.016836,0.018776,-0.000000,0.007331,0.018816,0.018337,0.009115,0.005266,-0.026597,-0.020533,0.019868,0.013578,0.019400,0.021731,0.015169,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.019088,-0.033881,-0.000012,0.021182,-0.000002,0.006785,-0.000006,-0.018794,-0.000000,0.006845,0.017391,-0.000010,0.015169,-0.000000,0.015899,-0.030794,0.015351,0.016222,0.010162,0.005548,-0.000000,-0.043888,0.015920,0.003817,-0.000000,-0.025036,0.003482
84,0.011926,0.018344,0.010653,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018544,-0.031061,-0.000000,-0.000000,0.015264,-0.048973,0.011916,0.020476,-0.000000,0.007242,0.021986,0.017597,0.005580,0.006029,-0.026597,-0.020533,0.019471,0.016164,0.018146,0.019319,0.012309,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.021491,-0.033881,-0.000012,0.020960,-0.000002,0.005854,-0.000006,-0.018794,-0.000000,0.012206,0.022481,-0.000010,0.016480,-0.000000,0.016275,-0.030794,0.017618,0.011403,0.011957,0.008213,-0.000000,-0.043888,0.016769,0.011155,-0.000000,-0.025036,0.008868
85,0.016029,0.018039,0.017599,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.024244,-0.031061,-0.000000,-0.000000,0.016638,-0.048973,0.016491,0.017424,-0.000000,0.004637,0.018954,0.021905,0.007182,0.007188,-0.026597,-0.020533,0.017956,0.016089,0.016011,0.019216,0.018376,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.021924,-0.033881,-0.000012,0.021103,-0.000002,0.009621,-0.000006,-0.018794,-0.000000,0.005392,0.019014,-0.000010,0.016467,-0.000000,0.017943,-0.030794,0.020142,0.015475,0.006748,0.007572,-0.000000,-0.043888,0.015697,0.009196,-0.000000,-0.025036,0.012854
86,0.016529,0.019194,0.017279,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.017333,-0.031061,-0.000000,-0.000000,0.019396,-0.048973,0.013169,0.014822,-0.000000,0.005840,0.019964,0.021114,0.005918,0.006710,-0.026597,-0.020533,0.012348,0.013019,0.017518,0.019099,0.016323,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.016734,-0.033881,-0.000012,0.021249,-0.000002,0.009484,-0.000006,-0.018794,-0.000000,0.005639,0.020865,-0.000010,0.013355,-0.000000,0.016481,-0.030794,0.016885,0.017471,0.004632,0.005000,-0.000000,-0.043888,0.018014,0.009101,-0.000000,-0.025036,0.007497
87,0.013429,0.018116,0.016882,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018505,-0.031061,-0.000000,-0.000000,0.014326,-0.048973,0.016873,0.017337,-0.000000,0.005868,0.014965,0.019239,0.005727,0.005138,-0.026597,-0.020533,0.012808,0.015012,0.018645,0.017071,0.013238,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.016842,-0.033881,-0.000012,0.017958,-0.000002,0.006575,-0.000006,-0.018794,-0.000000,0.005840,0.017293,-0.000010,0.015504,-0.000000,0.018121,-0.030794,0.018464,0.016300,0.000999,0.006901,-0.000000,-0.043888,0.017646,0.006919,-0.000000,-0.025036,0.006640
88,0.010595,0.020003,0.012773,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018385,-0.031061,-0.000000,-0.000000,0.011865,-0.048973,0.017765,0.010639,-0.000000,0.000730,0.011811,0.017868,0.004085,0.008535,-0.026597,-0.020533,0.014439,0.016768,0.018650,0.015382,0.016442,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.018662,-0.033881,-0.000012,0.015741,-0.000002,0.007175,-0.000006,-0.018794,-0.000000,0.006148,0.019532,-0.000010,0.018246,-0.000000,0.020852,-0.030794,0.018180,0.012059,0.000000,0.006728,-0.000000,-0.043888,0.019532,0.004942,-0.000000,-0.025036,0.005937
89,0.011354,0.019470,0.016566,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.019426,-0.031061,-0.000000,-0.000000,0.012957,-0.048973,0.015019,0.015026,-0.000000,0.007837,0.012099,0.012157,0.005095,0.006208,-0.026597,-0.020533,0.018420,0.013530,0.015254,0.011557,0.014672,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.021649,-0.033881,-0.000012,0.019177,-0.000002,0.009279,-0.000006,-0.018794,-0.000000,0.005727,0.019690,-0.000010,0.015571,-0.000000,0.018327,-0.030794,0.016770,0.013633,-0.000000,0.005136,-0.000000,-0.043888,0.017152,0.007718,-0.000000,-0.025036,0.008333
90,0.014046,0.018595,0.014993,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.016924,-0.031061,-0.000000,-0.000000,0.015058,-0.048973,0.017396,0.011280,-0.000000,0.009537,0.014938,0.013950,0.009261,0.008609,-0.026597,-0.020533,0.019313,0.014410,0.017561,0.015434,0.011825,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.016352,-0.033881,-0.000012,0.014152,-0.000002,0.006050,-0.000006,-0.018794,-0.000000,0.002956,0.018128,-0.000010,0.021779,-0.000000,0.018216,-0.030794,0.017710,0.015978,-0.000000,0.007186,-0.000000,-0.043888,0.016390,0.005455,-0.000000,-0.025036,0.007272
91,0.016087,0.017897,0.015263,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018082,-0.031061,-0.000000,-0.000000,0.020091,-0.048973,0.019272,0.008026,-0.000000,0.009237,0.017553,0.021236,0.008637,0.006456,-0.026597,-0.020533,0.019761,0.016916,0.018374,0.016123,0.014819,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.019991,-0.033881,-0.000012,0.015248,-0.000002,0.004949,-0.000006,-0.018794,-0.000000,0.007328,0.018588,-0.000010,0.024273,-0.000000,0.018346,-0.030794,0.015859,0.012966,-0.000000,0.008253,-0.000000,-0.043888,0.020355,0.005557,-0.000000,-0.025036,0.007618
92,0.015697,0.013810,0.010862,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.013596,-0.031061,-0.000000,-0.000000,0.013104,-0.048973,0.025960,0.007350,-0.000000,0.007463,0.011315,0.023658,0.004837,0.006723,-0.026597,-0.020533,0.017229,0.017922,0.015544,0.012961,0.017944,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.025314,-0.033881,-0.000012,0.018976,-0.000002,0.004040,-0.000006,-0.018794,-0.000000,0.004555,0.019298,-0.000010,0.019488,-0.000000,0.013822,-0.030794,0.017647,0.019040,-0.000000,0.004947,-0.000000,-0.043888,0.018928,0.004059,-0.000000,-0.025036,0.006361
93,0.019163,0.015241,0.009276,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018782,-0.031061,-0.000000,-0.000000,0.020397,-0.048973,0.017066,0.007697,-0.000000,0.006759,0.015960,0.021099,0.007385,0.004534,-0.026597,-0.020533,0.016457,0.018087,0.018772,0.017592,0.013993,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.018777,-0.033881,-0.000012,0.013262,-0.000002,0.004098,-0.000006,-0.018794,-0.000000,0.005016,0.013667,-0.000010,0.017452,-0.000000,0.022360,-0.030794,0.012567,0.016342,-0.000000,0.008594,-0.000000,-0.043888,0.015125,0.005718,-0.000000,-0.025036,0.009668
94,0.014744,0.019676,0.013137,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018800,-0.031061,-0.000000,-0.000000,0.018185,-0.048973,0.017161,0.002062,-0.000000,0.003708,0.007663,0.020704,0.004890,0.006943,-0.026597,-0.020533,0.022110,0.016622,0.018104,0.017609,0.010288,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.019510,-0.033881,-0.000012,0.015790,-0.000002,0.004468,-0.000006,-0.018794,-0.000000,0.002909,0.021088,-0.000010,0.021013,-0.000000,0.015892,-0.030794,0.017865,0.018094,-0.000000,0.005035,-0.000000,-0.043888,0.015987,0.006632,-0.000000,-0.025036,0.008359
95,0.016657,0.015735,0.017026,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.018181,-0.031061,-0.000000,-0.000000,0.020753,-0.048973,0.020220,0.000032,-0.000000,0.003610,0.016334,0.022541,0.000982,0.004614,-0.026597,-0.020533,0.015425,0.016612,0.016023,0.016350,0.013534,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.018370,-0.033881,-0.000012,0.013582,-0.000002,0.006131,-0.000006,-0.018794,-0.000000,0.007121,0.018338,-0.000010,0.016113,-0.000000,0.015941,-0.030794,0.019216,0.020229,-0.000000,0.008399,-0.000000,-0.043888,0.018647,0.008077,-0.000000,-0.025036,0.005499
96,0.011735,0.014776,0.013057,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.017850,-0.031061,-0.000000,-0.000000,0.026846,-0.048973,0.016430,-0.000007,-0.000000,0.005569,0.017495,0.017571,0.009346,0.004050,-0.026597,-0.020533,0.018216,0.014392,0.013634,0.012913,0.016523,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.013642,-0.033881,-0.000012,0.015277,-0.000002,0.005268,-0.000006,-0.018794,-0.000000,0.004549,0.014383,-0.000010,0.015455,-0.000000,0.011977,-0.030794,0.016062,0.018058,-0.000000,0.007105,-0.000000,-0.043888,0.015747,0.006719,-0.000000,-0.025036,0.004011
97,0.008389,0.017010,0.012269,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.019254,-0.031061,-0.000000,-0.000000,0.017808,-0.048973,0.011423,-0.000007,-0.000000,0.007093,0.020872,0.015685,0.007085,0.006347,-0.026597,-0.020533,0.016661,0.015454,0.018029,0.015038,0.012828,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.013902,-0.033881,-0.000012,0.015051,-0.000002,0.004147,-0.000006,-0.018794,-0.000000,0.008283,0.012681,-0.000010,0.015043,-0.000000,0.017292,-0.030794,0.015364,0.017643,-0.000000,0.010324,-0.000000,-0.043888,0.017757,0.003700,-0.000000,-0.025036,0.007041
98,0.008834,0.019291,0.016091,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.019534,-0.031061,-0.000000,-0.000000,0.018773,-0.048973,0.014712,-0.000007,-0.000000,0.007144,0.019133,0.017926,0.005775,0.008421,-0.026597,-0.020533,0.013911,0.016398,0.017481,0.010935,0.015179,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.012404,-0.033881,-0.000012,0.015763,-0.000002,0.007772,-0.000006,-0.018794,-0.000000,0.007061,0.013198,-0.000010,0.014132,-0.000000,0.015943,-0.030794,0.013717,0.018041,-0.000000,0.009223,-0.000000,-0.043888,0.016014,0.005968,-0.000000,-0.025036,0.005586
99,0.010972,0.014813,0.015740,-0.000000,-0.012948,-0.000000,-0.010895,-0.000000,-0.000000,-0.000000,0.013378,-0.031061,-0.000000,-0.000000,0.016062,-0.048973,0.014018,-0.000007,-0.000000,0.007226,0.017003,0.015308,0.008297,0.005928,-0.026597,-0.020533,0.012500,0.018317,0.015911,0.015553,0.014787,-0.000000,-0.019140,-0.000000,-0.019952,-0.029854,-0.041386,0.015442,-0.033881,-0.000012,0.015629,-0.000002,0.006546,-0.000006,-0.018794,-0.000000,0.006906,0.015576,-0.000010,0.015585,-0.000000,0.015616,-0.030794,0.015705,0.016037,-0.000000,0.006407,-0.000000,-0.043888,0.012830,0.008810,-0.000000,-0.025036,0.006993
