epoch,neuron1_bias,neuron2_bias,neuron3_bias,neuron4_bias,neuron5_bias,neuron6_bias,neuron7_bias,neuron8_bias,neuron9_bias,neuron10_bias,neuron11_bias,neuron12_bias,neuron13_bias,neuron14_bias,neuron15_bias,neuron16_bias,neuron17_bias,neuron18_bias,neuron19_bias,neuron20_bias,neuron21_bias,neuron22_bias,neuron23_bias,neuron24_bias,neuron25_bias,neuron26_bias,neuron27_bias,neuron28_bias,neuron29_bias,neuron30_bias,neuron31_bias,neuron32_bias,neuron33_bias,neuron34_bias,neuron35_bias,neuron36_bias,neuron37_bias,neuron38_bias,neuron39_bias,neuron40_bias,neuron41_bias,neuron42_bias,neuron43_bias,neuron44_bias,neuron45_bias,neuron46_bias,neuron47_bias,neuron48_bias,neuron49_bias,neuron50_bias,neuron51_bias,neuron52_bias,neuron53_bias,neuron54_bias,neuron55_bias,neuron56_bias,neuron57_bias,neuron58_bias,neuron59_bias,neuron60_bias,neuron61_bias,neuron62_bias,neuron63_bias,neuron64_bias,neuron65_bias,neuron66_bias,neuron67_bias,neuron68_bias,neuron69_bias,neuron70_bias,neuron71_bias,neuron72_bias,neuron73_bias,neuron74_bias,neuron75_bias,neuron76_bias,neuron77_bias,neuron78_bias,neuron79_bias,neuron80_bias,neuron81_bias,neuron82_bias,neuron83_bias,neuron84_bias,neuron85_bias,neuron86_bias,neuron87_bias,neuron88_bias,neuron89_bias,neuron90_bias,neuron91_bias,neuron92_bias,neuron93_bias,neuron94_bias,neuron95_bias,neuron96_bias,neuron97_bias,neuron98_bias,neuron99_bias,neuron100_bias,neuron101_bias,neuron102_bias,neuron103_bias,neuron104_bias,neuron105_bias,neuron106_bias,neuron107_bias,neuron108_bias,neuron109_bias,neuron110_bias,neuron111_bias,neuron112_bias,neuron113_bias,neuron114_bias,neuron115_bias,neuron116_bias,neuron117_bias,neuron118_bias,neuron119_bias,neuron120_bias,neuron121_bias,neuron122_bias,neuron123_bias,neuron124_bias,neuron125_bias,neuron126_bias
78,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.029280,-0.011838,0.004975,0.008570,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.008674,-0.031286,-0.024288,-0.034588,-0.000143,-0.080677,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056842,-0.003176,-0.000461,0.038660,-0.000000,-0.031782,-0.050764,-0.056980,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.049173,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.053079,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.093631,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.001797,-0.021219,-0.022577,-0.047364,-0.011663,-0.000002,0.024889,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.081469,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.012940,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.009270,-0.007148,-0.063845,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.091096,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
79,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026615,-0.011838,0.008098,0.005532,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.010370,-0.029318,-0.024288,-0.034588,-0.000143,-0.079703,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.058114,-0.003176,-0.000461,0.036772,-0.000000,-0.031782,-0.049158,-0.059464,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.048099,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.057200,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.093028,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.002176,-0.021219,-0.022577,-0.047458,-0.011663,-0.000002,0.024214,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.084130,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014090,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.006274,-0.007148,-0.065936,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089551,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
80,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.029966,-0.011838,0.001701,0.005841,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005497,-0.029171,-0.024288,-0.034588,-0.000143,-0.080239,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.057898,-0.003176,-0.000461,0.039808,-0.000000,-0.031782,-0.051052,-0.059130,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.049404,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.057627,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092921,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.000777,-0.021219,-0.022577,-0.047309,-0.011663,-0.000002,0.025520,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083340,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014824,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.010672,-0.007148,-0.063384,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.090125,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
81,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.029872,-0.011838,0.005819,0.007039,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.009523,-0.031185,-0.024288,-0.034588,-0.000143,-0.078451,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.059628,-0.003176,-0.000461,0.038776,-0.000000,-0.031782,-0.049232,-0.057967,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.048423,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.058073,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.094896,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.002872,-0.021219,-0.022577,-0.044131,-0.011663,-0.000002,0.025447,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.084318,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017530,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.064345,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089238,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
82,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026334,-0.011838,0.007060,0.007653,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.008446,-0.032927,-0.024288,-0.034588,-0.000143,-0.080665,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.059505,-0.003176,-0.000461,0.037425,-0.000000,-0.031782,-0.049153,-0.057569,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.045894,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.056383,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.093623,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.005997,-0.021219,-0.022577,-0.045494,-0.011663,-0.000002,0.024073,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083572,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014524,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.065913,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089562,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
83,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.027255,-0.011838,0.005267,0.007298,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003923,-0.034355,-0.024288,-0.034588,-0.037305,-0.082664,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.058955,-0.003176,-0.000461,0.039631,-0.000000,-0.031782,-0.050521,-0.058470,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.045533,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.056206,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092635,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.003560,-0.021219,-0.022577,-0.049256,-0.011663,-0.000002,0.023766,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.081898,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016996,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.067778,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089468,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
84,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.027162,-0.011838,0.004694,0.007250,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.006765,-0.033686,-0.024288,-0.034588,-0.037305,-0.079833,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.060513,-0.003176,-0.000461,0.039313,-0.000000,-0.031782,-0.049876,-0.057927,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.045235,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.057726,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092399,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.004245,-0.021219,-0.022577,-0.048846,-0.011663,-0.000002,0.024211,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083922,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017120,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.065877,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089524,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
85,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.025578,-0.011838,0.003862,0.006687,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002076,-0.034365,-0.024288,-0.034588,-0.037305,-0.079765,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.057805,-0.003176,-0.000461,0.037725,-0.000000,-0.031782,-0.049784,-0.055898,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.046726,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.058544,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.093477,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.001291,-0.021219,-0.022577,-0.047351,-0.011663,-0.000002,0.023358,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083973,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018585,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.066967,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.090205,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
86,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.025199,-0.011838,0.005506,0.004019,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000707,-0.034782,-0.024288,-0.034588,-0.037305,-0.079714,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.059343,-0.003176,-0.000461,0.038064,-0.000000,-0.031782,-0.048819,-0.059358,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.047446,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.060102,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092243,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.000635,-0.021219,-0.022577,-0.046146,-0.011663,-0.000002,0.021968,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082870,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.012967,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.068982,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.091476,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
87,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026768,-0.011838,0.006583,0.004192,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002194,-0.033032,-0.024288,-0.034588,-0.037305,-0.079631,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.064832,-0.003176,-0.000461,0.037243,-0.000000,-0.031782,-0.053053,-0.058480,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.049202,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055551,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.091508,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,-0.001292,-0.021219,-0.022577,-0.049424,-0.011663,-0.000002,0.024824,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083870,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.011777,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.068777,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.091621,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
88,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.027672,-0.011838,0.005863,0.007569,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000120,-0.035108,-0.024288,-0.034588,-0.037305,-0.082249,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.062222,-0.003176,-0.000461,0.035631,-0.000000,-0.031782,-0.050024,-0.060539,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.051153,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.058447,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092912,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.003973,-0.021219,-0.022577,-0.051525,-0.011663,-0.000002,0.023131,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083443,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016814,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.067550,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.090527,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
89,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.028542,-0.011838,0.006159,0.004632,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.005287,-0.034465,-0.024288,-0.034588,-0.037305,-0.079742,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.060525,-0.003176,-0.000461,0.039257,-0.000000,-0.031782,-0.051003,-0.057834,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.045077,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.058229,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.090948,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.002485,-0.021219,-0.022577,-0.048213,-0.011663,-0.000002,0.024258,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082714,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016300,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.067568,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.092561,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
90,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026805,-0.011838,0.008153,0.003631,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.002348,-0.030813,-0.024288,-0.034588,-0.037305,-0.081333,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.061208,-0.003176,-0.000461,0.036208,-0.000000,-0.031782,-0.050655,-0.061314,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.051060,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.057094,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.091479,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.003031,-0.021219,-0.022577,-0.048067,-0.011663,-0.000002,0.023602,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.085547,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015242,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.068356,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093096,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
91,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.028220,-0.011838,0.007012,0.000021,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.005791,-0.036634,-0.024288,-0.034588,-0.037305,-0.084504,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.061856,-0.003176,-0.000461,0.035569,-0.000000,-0.031782,-0.052956,-0.063542,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.052422,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.058825,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.089412,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.002604,-0.021219,-0.022577,-0.053123,-0.011663,-0.000002,0.023349,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082175,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015309,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.071018,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093508,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
92,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.030521,-0.011838,0.011084,0.002145,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.002246,-0.034125,-0.024288,-0.034588,-0.037305,-0.083651,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.063243,-0.003176,-0.000461,0.038608,-0.000000,-0.031782,-0.050026,-0.063184,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.052422,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.061996,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.088953,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.005804,-0.021219,-0.022577,-0.053748,-0.011663,-0.000002,0.023978,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.084682,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014539,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.071753,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093336,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
93,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.030637,-0.011838,0.008371,0.002376,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.006822,-0.033617,-0.024288,-0.034588,-0.037305,-0.083999,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.062530,-0.003176,-0.000461,0.038899,-0.000000,-0.031782,-0.054003,-0.061641,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.052422,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.061699,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.089784,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.004499,-0.021219,-0.022577,-0.055890,-0.011663,-0.000002,0.023589,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082311,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016295,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.072198,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093896,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
94,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.031444,-0.011838,0.007944,0.003077,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.006552,-0.036687,-0.024288,-0.034588,-0.037305,-0.084813,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.062280,-0.003176,-0.000461,0.038096,-0.000000,-0.031782,-0.053042,-0.062716,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.052422,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.061663,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.089891,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.006659,-0.021219,-0.022577,-0.057637,-0.011663,-0.000002,0.021203,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082547,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014919,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.012622,-0.007148,-0.071811,-0.000142,-0.036892,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093798,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
