epoch,neuron1_bias,neuron2_bias,neuron3_bias,neuron4_bias,neuron5_bias,neuron6_bias,neuron7_bias,neuron8_bias,neuron9_bias,neuron10_bias,neuron11_bias,neuron12_bias,neuron13_bias,neuron14_bias,neuron15_bias,neuron16_bias,neuron17_bias,neuron18_bias,neuron19_bias,neuron20_bias,neuron21_bias,neuron22_bias,neuron23_bias,neuron24_bias,neuron25_bias,neuron26_bias,neuron27_bias,neuron28_bias,neuron29_bias,neuron30_bias,neuron31_bias,neuron32_bias,neuron33_bias,neuron34_bias,neuron35_bias,neuron36_bias,neuron37_bias,neuron38_bias,neuron39_bias,neuron40_bias,neuron41_bias,neuron42_bias,neuron43_bias,neuron44_bias,neuron45_bias,neuron46_bias,neuron47_bias,neuron48_bias,neuron49_bias,neuron50_bias,neuron51_bias,neuron52_bias,neuron53_bias,neuron54_bias,neuron55_bias,neuron56_bias,neuron57_bias,neuron58_bias,neuron59_bias,neuron60_bias,neuron61_bias,neuron62_bias,neuron63_bias,neuron64_bias,neuron65_bias,neuron66_bias,neuron67_bias,neuron68_bias,neuron69_bias,neuron70_bias,neuron71_bias,neuron72_bias,neuron73_bias,neuron74_bias,neuron75_bias,neuron76_bias,neuron77_bias,neuron78_bias,neuron79_bias,neuron80_bias,neuron81_bias,neuron82_bias,neuron83_bias,neuron84_bias,neuron85_bias,neuron86_bias,neuron87_bias,neuron88_bias,neuron89_bias,neuron90_bias,neuron91_bias,neuron92_bias,neuron93_bias,neuron94_bias,neuron95_bias,neuron96_bias,neuron97_bias,neuron98_bias,neuron99_bias,neuron100_bias,neuron101_bias,neuron102_bias,neuron103_bias,neuron104_bias,neuron105_bias,neuron106_bias,neuron107_bias,neuron108_bias,neuron109_bias,neuron110_bias,neuron111_bias,neuron112_bias,neuron113_bias,neuron114_bias,neuron115_bias,neuron116_bias,neuron117_bias,neuron118_bias,neuron119_bias,neuron120_bias,neuron121_bias,neuron122_bias,neuron123_bias,neuron124_bias,neuron125_bias,neuron126_bias
27,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.026315,-0.011838,-0.006259,0.026024,-0.000007,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.007791,-0.016330,-0.024288,-0.034588,-0.000143,-0.007454,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.034928,-0.003176,0.030021,0.038706,-0.000000,-0.031782,-0.031776,-0.054261,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.019645,-0.062682,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.046072,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.087694,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000002,0.024392,-0.021219,-0.022577,-0.019836,-0.011663,-0.000002,0.035212,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.061617,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017237,-0.003540,-0.000155,-0.000025,-0.070306,-0.038145,0.007985,-0.007148,0.021205,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.101708,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
28,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.026875,-0.011838,-0.003601,0.026364,-0.000007,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.004160,-0.014723,-0.024288,-0.034588,-0.000143,-0.010768,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.033947,-0.003176,0.034863,0.040060,-0.000000,-0.031782,-0.030696,-0.050488,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.021127,-0.063613,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.045180,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.089353,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000002,0.026094,-0.021219,-0.022577,-0.017867,-0.011663,-0.000002,0.034756,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.062523,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017109,-0.003540,-0.000155,-0.000025,-0.070306,-0.038145,0.005186,-0.007148,0.017761,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.100322,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
29,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.024494,-0.011838,-0.004051,0.025169,-0.000007,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005194,-0.017131,-0.024288,-0.034588,-0.000143,-0.012664,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.034752,-0.003176,0.029448,0.038040,-0.000000,-0.031782,-0.033041,-0.052856,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.022076,-0.060379,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.045798,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.090231,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000064,0.024049,-0.021219,-0.022577,-0.018534,-0.011663,-0.000002,0.037777,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.063916,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015496,-0.003540,-0.000155,-0.000025,-0.070306,-0.038145,0.007319,-0.007148,0.011252,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.102434,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
30,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.024378,-0.011838,-0.006619,0.023577,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003293,-0.017669,-0.024288,-0.034588,-0.000143,-0.015065,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.035701,-0.003176,0.029913,0.038272,-0.000000,-0.031782,-0.033000,-0.053619,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.019010,-0.067119,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.044966,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.091445,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000064,0.023385,-0.021219,-0.022577,-0.019234,-0.011663,-0.000002,0.038752,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.064505,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017165,-0.003540,-0.000155,-0.000025,-0.070306,-0.038145,0.003622,-0.007148,0.009452,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103622,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
31,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.020641,-0.011838,-0.002012,0.026325,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002843,-0.014687,-0.024288,-0.034588,-0.000143,-0.017880,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.032081,-0.003176,0.029032,0.037564,-0.000000,-0.031782,-0.035018,-0.053090,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.019896,-0.068882,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.043988,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.092899,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000063,0.023388,-0.021219,-0.022577,-0.021692,-0.011663,-0.000002,0.038044,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.065657,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016720,-0.003540,-0.000155,-0.000025,-0.070306,-0.038145,0.004584,-0.007148,0.005289,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103909,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
32,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.020509,-0.011838,-0.001331,0.022066,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.004941,-0.022570,-0.024288,-0.034588,-0.000143,-0.021866,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.031222,-0.003176,0.028006,0.039396,-0.000000,-0.031782,-0.036066,-0.053169,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.020928,-0.064835,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.041000,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.093362,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000063,0.022886,-0.021219,-0.022577,-0.020466,-0.011663,-0.000002,0.036057,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.068376,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016846,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.005669,-0.007148,0.003987,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.102854,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
33,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.019383,-0.011838,-0.006279,0.023151,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003217,-0.022979,-0.024288,-0.034588,-0.000143,-0.022828,-0.009942,-0.000001,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.032173,-0.003176,0.027317,0.038373,-0.000000,-0.031782,-0.034278,-0.055712,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.022252,-0.067989,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.043541,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.094867,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000062,0.022081,-0.021219,-0.022577,-0.021642,-0.011663,-0.000002,0.037052,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.069449,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017250,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.004000,-0.007148,-0.001139,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103407,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
34,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.017912,-0.011838,-0.006656,0.022379,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000987,-0.023837,-0.024288,-0.034588,-0.000143,-0.025148,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.028742,-0.003176,0.023644,0.039048,-0.000000,-0.031782,-0.037490,-0.056883,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.018442,-0.069414,-0.000017,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.047433,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095297,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.000051,0.021244,-0.021219,-0.022577,-0.023274,-0.011663,-0.000002,0.036063,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.067609,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016220,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.004371,-0.007148,-0.004247,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103995,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
35,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.017137,-0.011838,-0.004351,0.021797,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000018,-0.023813,-0.024288,-0.034588,-0.000143,-0.030729,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.029450,-0.003176,0.023007,0.036487,-0.000000,-0.031782,-0.038895,-0.058764,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.015798,-0.069840,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051135,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096690,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.019999,-0.021219,-0.022577,-0.022567,-0.011663,-0.000002,0.034225,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.070490,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020535,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.002288,-0.007148,-0.008187,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103881,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
36,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.013328,-0.011838,-0.008082,0.021861,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000211,-0.022453,-0.024288,-0.034588,-0.000143,-0.034319,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.030457,-0.003176,0.021889,0.039969,-0.000000,-0.031782,-0.039960,-0.055597,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.015786,-0.066059,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.047399,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095005,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.022749,-0.021219,-0.022577,-0.024725,-0.011663,-0.000002,0.035790,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.069696,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.017880,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.003418,-0.007148,-0.010610,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103174,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
37,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.010954,-0.011838,-0.005541,0.021710,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.000000,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000996,-0.021715,-0.024288,-0.034588,-0.000143,-0.035755,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.030870,-0.003176,0.021134,0.039038,-0.000000,-0.031782,-0.037671,-0.054532,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.009606,-0.067048,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.044756,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096817,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.020803,-0.021219,-0.022577,-0.022074,-0.011663,-0.000002,0.035279,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.072959,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.020143,-0.003540,-0.000155,-0.015079,-0.070306,-0.038145,0.000904,-0.007148,-0.010840,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.105659,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
38,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.007036,-0.011838,-0.005752,0.023343,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000082,-0.021498,-0.024288,-0.034588,-0.000143,-0.035291,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.033348,-0.003176,0.020867,0.041165,-0.000000,-0.031782,-0.037769,-0.055679,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.007976,-0.061752,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.046132,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096446,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.020522,-0.021219,-0.022577,-0.023562,-0.011663,-0.000002,0.035163,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.071901,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.019839,-0.003540,-0.009166,-0.015079,-0.070306,-0.038145,0.002553,-0.007148,-0.013668,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.105033,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
39,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.002182,-0.011838,-0.010296,0.021980,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000736,-0.025317,-0.024288,-0.034588,-0.000143,-0.037227,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.039171,-0.003176,0.018584,0.037784,-0.000000,-0.031782,-0.034876,-0.055785,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.004633,-0.058162,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.046722,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095936,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.014764,-0.021219,-0.022577,-0.025105,-0.011663,-0.000002,0.033439,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.074737,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.019965,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.000660,-0.007148,-0.017608,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.105316,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
40,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.003802,-0.011838,-0.004859,0.024135,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.007522,-0.025073,-0.024288,-0.034588,-0.000143,-0.040374,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.037948,-0.003176,0.022234,0.040866,-0.000000,-0.031782,-0.040157,-0.053051,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,0.001387,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.047443,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096053,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.019350,-0.021219,-0.022577,-0.027186,-0.011663,-0.000002,0.032997,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.071504,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.022290,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.002475,-0.007148,-0.019561,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.105604,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
41,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.000728,-0.011838,-0.006538,0.022478,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002482,-0.022609,-0.024288,-0.034588,-0.000143,-0.043347,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.036972,-0.003176,0.017373,0.039562,-0.000000,-0.031782,-0.039423,-0.054596,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.002810,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.048762,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095972,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.014651,-0.021219,-0.022577,-0.027238,-0.011663,-0.000002,0.031359,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.072229,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.022088,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.001980,-0.007148,-0.024814,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.101751,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
42,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.002146,-0.011838,-0.006010,0.020582,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000462,-0.024686,-0.024288,-0.034588,-0.000143,-0.044838,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.042320,-0.003176,0.017918,0.040623,-0.000000,-0.031782,-0.041245,-0.054916,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.003280,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.048726,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098600,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.012837,-0.021219,-0.022577,-0.028679,-0.011663,-0.000002,0.033988,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.076071,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.019790,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.000446,-0.007148,-0.024853,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.106753,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
43,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,0.001175,-0.011838,-0.010152,0.021102,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.004388,-0.022814,-0.024288,-0.034588,-0.000143,-0.046233,-0.009942,-0.018720,-0.000001,-0.000003,-0.002170,-0.054132,-0.000000,0.042255,-0.003176,0.015905,0.042015,-0.000000,-0.031782,-0.040170,-0.054840,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.007897,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.046718,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098591,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.014314,-0.021219,-0.022577,-0.030094,-0.011663,-0.000002,0.034926,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.077601,-0.000087,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.021649,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.003092,-0.007148,-0.023373,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.103616,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
