,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,input_20,input_21,input_22,input_23,input_24,input_25,input_26,input_27,input_28,input_29,input_30,input_31,input_32,input_33,input_34,input_35,input_36,input_37,input_38,input_39,input_40,input_41,input_42,input_43,input_44,input_45,input_46,input_47,input_48,input_49,input_50,input_51,input_52,input_53,input_54,input_55,input_56,input_57,input_58,input_59,input_60,input_61,input_62,input_63,input_64,input_65,input_66,input_67,input_68,input_69,input_70,input_71,input_72,input_73,input_74,input_75,input_76,input_77,input_78,input_79,input_80,input_81,input_82,input_83,input_84,input_85,input_86,input_87,input_88,input_89,input_90,input_91,input_92,input_93,input_94,input_95,input_96,input_97,input_98,input_99,input_100,input_101,input_102,input_103,input_104,input_105,input_106,input_107,input_108,input_109,input_110,input_111,input_112,input_113,input_114,input_115,input_116,input_117,input_118,input_119,input_120,input_121,input_122,input_123,input_124,input_125,input_126
neuron_22,1.7596861e-34,-1.1661379e-34,5.3114844e-35,-1.2805529e-34,-5.2248554e-35,3.3409627e-34,4.1837515e-34,-2.5527506e-34,-4.2062347e-34,0.038465943,4.768125e-34,0.029413674,0.03291817,-3.5557327e-34,-5.119695e-34,2.8696694e-34,2.6243162e-34,1.0399492e-35,-3.8759832e-34,9.813475e-35,-4.0851087e-34,-1.1633606e-34,-7.517504e-35,2.1924806e-34,4.136866e-35,3.1773089e-34,-4.8120386e-34,2.8768854e-34,-9.1681993e-35,0.027690632,0.042402297,2.6235693e-34,4.530076e-34,-1.9394119e-34,-0.031714223,4.368237e-34,6.678054e-35,4.2224423e-35,4.2114533e-34,4.2657593e-34,4.2309495e-34,3.5095536e-34,-0.029256426,-2.629985e-34,3.251237e-34,-0.040305115,9.90182e-35,-3.959277e-34,-0.032958224,-0.030317752,3.836428e-34,1.3567659e-34,-1.8007086e-34,3.1350418e-34,-7.798698e-35,1.54865e-34,2.9076401e-34,-2.9076372e-34,-2.1789147e-34,1.5297507e-34,4.1114646e-34,-2.4585602e-34,1.8344613e-34,7.6510517e-35,-5.854368e-34,-0.033190705,-2.1617915e-34,6.806817e-35,-3.2691807e-34,5.5067493e-34,3.599138e-34,-0.016167533,4.8080327e-34,-3.3419304e-34,-5.611314e-35,-2.465569e-34,-2.721093e-34,5.039408e-34,0.0285722,1.2207713e-35,-1.873308e-34,-2.3752129e-12,-2.942871e-34,4.4762485e-34,-0.037942585,-4.8670953e-35,1.0315372e-34,3.6841077e-34,8.091387e-35,-3.045136e-34,4.8388274e-34,-0.037668932,8.1686755e-35,3.6203913e-34,1.0979659e-34,-2.2972025e-34,1.5874385e-34,-2.358992e-34,0.03230661,5.0791068e-34,-8.011613e-35,-2.8380644e-34,7.173877e-35,-1.7735822e-34,2.8539853e-34,-1.4154931e-34,-0.03554948,-5.332586e-34,-3.0912304e-35,2.144716e-34,2.3634287e-34,4.913252e-34,7.469604e-35,1.8298778e-34,-2.5866436e-34,3.0136534e-34,1.7744478e-34,-5.865837e-34,1.7611148e-34,4.86017e-34,-0.02972815,1.8096808e-34,-4.031727e-34,-1.5720841e-34,-4.4538076e-34,-3.4552334e-34
neuron_23,2.8992443e-34,-3.4207088e-34,-1.119532e-34,-2.879606e-35,-4.621747e-34,-1.632583e-34,-3.7472322e-34,3.5787397e-35,-1.5715597e-34,-0.022822132,5.5431924e-34,-0.033776287,-0.022471447,9.6050194e-35,-1.0463751e-34,-3.0767828e-34,-4.6430755e-34,-5.4100484e-34,-4.812004e-34,4.306459e-34,3.942902e-34,-5.8040573e-35,-5.2949927e-34,-1.8650494e-34,4.72215e-34,6.353362e-35,-2.138088e-34,-5.343261e-34,-2.969358e-34,-0.013917129,-0.033267304,5.0555487e-34,1.966984e-34,-3.1058857e-34,0.040583592,-3.4155963e-34,2.3767116e-34,-5.755956e-34,-1.8152695e-34,2.2023128e-35,-2.7023504e-34,2.8401854e-34,0.040144756,4.3304294e-34,1.4129075e-35,0.06759202,-5.031426e-34,-5.550758e-35,0.043111496,0.06169485,-3.1258013e-35,-3.732937e-35,-1.3727933e-34,2.2319789e-34,3.0387183e-34,4.284801e-34,-1.5317013e-35,-7.952203e-35,3.0453603e-35,6.050157e-36,2.0767828e-34,2.290766e-34,3.8116745e-35,2.288079e-34,-5.1952506e-34,0.06264405,4.0515387e-34,1.277452e-34,4.325411e-35,-5.5553385e-34,-3.9000235e-34,0.025400506,5.4230045e-34,-3.1636316e-34,5.8486547e-34,6.439659e-35,4.5714603e-34,2.8603373e-34,-0.016949005,2.374967e-35,2.596443e-34,2.4761595e-13,5.3547675e-34,1.4592066e-34,0.06614642,3.3113345e-34,2.439238e-34,5.5938103e-34,1.0214183e-34,1.2142046e-34,-1.3209985e-35,0.07424151,-3.4244653e-34,4.964714e-34,1.9276953e-34,1.8694125e-35,-2.9338268e-34,-6.5101374e-35,-0.026000269,-4.8497954e-34,-4.8683503e-34,2.6090858e-35,2.8925096e-34,-3.6013593e-34,-9.95363e-35,1.1924522e-34,0.035292994,-3.597527e-34,4.7339013e-34,-5.4198417e-35,1.9224985e-34,2.4911636e-34,1.5081312e-34,-5.504615e-34,1.3368399e-34,-2.6404012e-34,4.029573e-34,-2.5117095e-34,-2.713062e-34,-3.906253e-34,0.05840986,-2.09016e-34,3.9472696e-34,-2.1086821e-34,1.1948749e-34,-4.177178e-34
neuron_24,-4.4186897e-34,3.1958874e-34,-2.200469e-34,-4.6414537e-34,2.7452412e-34,-4.974191e-34,-5.298433e-34,-5.0634456e-34,4.1594014e-34,-0.019804927,1.5179248e-35,-0.023995264,-0.016159926,-3.7344647e-34,-1.7349929e-34,-3.6344515e-34,-1.4168504e-34,4.0152756e-34,1.2865335e-34,-3.3557172e-34,-2.4996658e-35,-2.8634923e-34,4.065207e-34,1.275782e-34,-5.5813023e-34,1.4935138e-34,-5.527745e-34,-4.7622077e-34,3.3840253e-34,-0.016516529,-0.028977422,3.4062649e-34,2.5442914e-34,2.0280848e-35,0.03170236,1.2014976e-34,-2.8135016e-34,-1.813421e-34,3.252749e-35,-3.9423743e-34,-5.1069995e-34,-2.8824717e-34,0.03340479,-9.707509e-35,-6.2065803e-35,0.05092566,4.833261e-34,-5.8022516e-35,0.03123138,0.050873872,2.8293437e-35,-1.3120537e-34,1.733343e-34,1.7834766e-34,-7.8304603e-35,-3.9835653e-34,-1.2538276e-34,5.6987984e-34,4.5912284e-34,3.9489364e-34,5.6961724e-34,5.074401e-34,-3.690826e-34,-2.1757826e-34,3.8140613e-34,0.050942395,-1.8266712e-34,-2.4452785e-35,4.0916258e-35,4.2335613e-34,3.8014445e-34,0.014091198,2.3509612e-34,4.256161e-34,-3.5756883e-34,2.1261603e-34,-3.9899943e-34,-3.7962044e-34,-0.012874615,-5.7933555e-34,-4.9150835e-34,3.2010214e-16,4.568683e-34,8.6373006e-35,0.05125731,3.4606949e-34,5.0328956e-34,1.7361317e-34,3.3658224e-34,-3.1674921e-34,-2.7562098e-34,0.059686165,2.0537234e-34,4.219409e-34,-3.4270654e-34,1.640533e-34,-5.8618813e-34,1.9401245e-34,-0.017436065,-4.205337e-35,-8.0507186e-35,-5.655349e-34,-5.531296e-34,-5.7837307e-35,2.26509e-34,4.6896976e-34,0.031811897,-2.0312395e-34,-2.338866e-34,-3.8085783e-34,-3.7861626e-34,-1.987873e-34,1.6224065e-34,4.8267075e-34,1.0957518e-34,-1.2384235e-34,3.969272e-34,1.2756042e-35,-3.8190622e-34,-5.284872e-34,0.046309352,-4.0444105e-34,1.8382332e-34,4.3574037e-34,-3.0472992e-34,-1.873547e-34
neuron_25,1.4443118e-34,-3.2035473e-35,2.4216444e-34,-3.759813e-35,5.5045376e-35,-3.2034407e-34,-2.3770805e-34,1.5097347e-34,-6.455219e-35,2.888062e-34,-7.44938e-35,5.083277e-35,-5.4452774e-34,5.796222e-34,-9.5629886e-35,-3.5051784e-34,3.2816528e-34,-1.3729031e-34,-2.2048403e-34,-3.7868693e-34,1.8974799e-34,4.7370944e-34,5.594442e-34,2.4483463e-34,4.460437e-34,-5.196868e-34,-5.6078253e-34,4.288313e-34,-3.450681e-34,-1.6675003e-34,2.4207682e-35,2.499637e-34,1.5199383e-34,-5.254956e-34,-8.194702e-35,-1.0732674e-34,-5.61743e-34,2.1732905e-35,1.3924869e-34,4.617681e-34,-6.9975904e-35,-5.2919286e-36,2.558329e-34,-1.3778573e-34,-6.239161e-35,-5.7680635e-35,-2.5596073e-34,2.7323632e-34,-3.0144122e-34,-4.7106616e-35,-1.5838271e-34,-1.2465987e-34,5.6943807e-34,5.7825083e-34,-2.6374238e-34,4.8717913e-34,8.0757547e-35,-7.426841e-35,-3.166938e-34,-4.5849505e-34,3.2525713e-34,3.0194744e-34,-3.1106696e-34,3.0720998e-34,-2.2002132e-34,2.9461358e-34,7.0076223e-38,3.9867447e-34,-4.83474e-34,9.4770914e-35,-4.4381033e-34,-2.4986262e-34,1.7689574e-34,-5.3467085e-36,-5.3583868e-34,-5.255944e-34,-5.7560694e-34,5.6209137e-34,-3.3462435e-34,2.3482695e-34,4.19657e-34,5.428445e-34,-3.1759828e-34,-2.3048547e-34,-2.3068714e-34,3.0718239e-34,-2.5050375e-34,-1.9967985e-34,2.7290646e-34,8.244383e-35,-4.1121915e-34,8.032726e-35,-5.331267e-34,-2.2802382e-34,-2.2372348e-34,-2.8268205e-34,-5.0439085e-34,-4.3440614e-34,2.4067046e-34,-2.8476936e-34,2.3270313e-34,4.3013216e-34,-1.7674766e-34,-3.141661e-34,3.9526613e-34,1.0556807e-34,-4.839033e-34,1.5705188e-34,3.802426e-35,-4.97671e-34,-3.3998871e-34,-3.618773e-35,2.68408e-34,-2.382672e-36,3.5889349e-34,-2.5276054e-34,4.058571e-35,2.667594e-34,-5.7208353e-34,-4.1136434e-34,-4.2179433e-34,-5.5632662e-34,1.490413e-34,-3.3613254e-34,9.3353055e-35,1.6734326e-34
neuron_26,-3.2770142e-34,-3.986549e-34,-8.0775977e-35,2.622234e-35,3.1227207e-34,1.5486911e-35,7.902789e-36,-3.593641e-34,-3.6185783e-35,2.759326e-35,1.8593077e-34,5.0373074e-34,5.0805683e-34,-5.1925723e-34,2.3339137e-34,-3.2327986e-34,-5.662509e-34,-2.0961486e-34,-3.4511187e-34,1.980506e-34,-3.7354277e-35,-2.4604743e-34,-3.889375e-34,3.0219441e-34,-5.205406e-35,4.187471e-34,1.3185626e-36,-1.3367403e-34,-4.4251173e-34,-5.1639706e-34,1.9115949e-35,4.6146083e-34,-1.3002253e-35,-2.3492562e-34,-3.953226e-34,4.5210505e-34,-3.3563876e-35,3.5059515e-35,1.1545629e-34,2.4908156e-34,-3.7486547e-34,2.9001638e-35,4.804978e-34,-5.4302145e-35,5.0091584e-34,-2.7662725e-34,-1.9947423e-34,5.8166913e-34,5.682581e-34,2.8104518e-34,2.2547339e-34,2.1688791e-34,5.8041916e-34,4.0207784e-35,-2.091193e-34,3.724256e-34,-2.5008651e-34,-8.36153e-36,3.8235635e-34,4.9644364e-34,-1.6446397e-34,5.7994887e-34,-9.1440236e-35,-2.418656e-34,-2.6378734e-34,-3.2836404e-35,-4.7065513e-34,5.070181e-34,-3.5755914e-34,3.3670112e-34,2.2761435e-34,4.704886e-34,4.0240827e-34,-1.7763005e-35,-1.2464044e-34,3.7104112e-34,-3.9379823e-34,-2.237954e-34,4.453184e-34,5.145303e-34,1.2381064e-34,-8.0475945e-35,-2.4101402e-34,-2.7903869e-34,-1.2977912e-34,2.3441251e-35,-5.282643e-34,-5.0226197e-34,5.191266e-34,1.2800186e-34,2.4215905e-34,2.3550662e-34,2.648757e-34,4.956055e-34,-4.2765403e-34,1.1041839e-34,-4.9654466e-34,-1.1917745e-34,-5.733903e-34,-4.1690156e-34,2.0062653e-34,2.856601e-34,5.9287623e-34,-6.1130275e-35,-4.337592e-34,-3.2572857e-34,2.7466107e-34,-2.428649e-34,-2.0072473e-34,-4.3394954e-34,-3.8924374e-34,-3.868114e-34,5.302057e-34,-4.1747884e-34,-1.6383407e-34,3.952911e-34,5.4999847e-34,1.6506962e-34,-9.166871e-35,-2.2885915e-34,-2.6221798e-34,-5.6837007e-34,3.687746e-34,-2.315136e-34,-2.3979552e-34,1.1378021e-34
neuron_27,2.1148172e-34,-8.776903e-35,1.4182103e-34,-5.3920266e-34,-3.1703078e-34,2.025661e-34,-6.487333e-35,-4.0709546e-34,-4.5268333e-35,0.036786657,-2.7237577e-34,0.029410006,0.034780975,2.9204073e-34,3.613202e-34,5.3046065e-35,3.0910776e-34,-1.1209877e-34,1.8718525e-34,4.6060144e-34,2.1693838e-34,1.4939617e-34,2.7321198e-34,-4.216698e-35,4.352361e-34,5.765366e-34,5.026163e-34,2.1406944e-34,1.3840724e-34,0.024644386,0.04109254,-5.176757e-35,-3.4227236e-34,5.0614665e-34,-0.03606853,2.9438142e-34,2.6575184e-34,3.9616134e-35,1.0638499e-34,-3.8413103e-34,7.583573e-35,1.3441567e-34,-0.034698773,-1.3006373e-34,1.0284011e-34,-0.042729538,-1.0886616e-34,4.231155e-34,-0.034170438,-0.028380971,-5.067576e-34,-2.6357095e-34,-9.311706e-36,2.7991012e-34,-5.819543e-34,9.5243236e-35,-5.1972775e-34,1.1312104e-35,4.079391e-34,-1.4271968e-34,2.41357e-34,5.067322e-34,-1.1675506e-35,-3.9961964e-34,1.1185857e-34,-0.03412545,1.6566873e-34,-9.2033746e-35,-2.4049333e-34,2.3545574e-34,-4.9464564e-34,-0.023692112,1.4426831e-34,2.3886008e-34,3.8955754e-34,6.2836326e-35,1.0435189e-34,1.2293902e-34,0.028957216,3.9145087e-34,-2.796437e-34,-6.3497666e-13,1.5695939e-34,-4.3407113e-34,-0.040237185,2.880717e-34,-1.6002351e-34,5.054903e-34,5.0155405e-34,-3.5654335e-34,4.290705e-34,-0.047129236,8.1344335e-35,1.9489338e-34,-1.999144e-36,-1.2297983e-34,-4.864329e-34,-1.6666361e-34,0.034391087,-1.5524529e-34,-2.5713225e-34,-2.4173823e-34,2.94337e-34,1.3384147e-34,-3.085078e-34,2.228651e-34,-0.03604462,1.0899257e-34,-2.0217742e-35,5.4835654e-34,-5.586745e-34,3.4056252e-34,-1.0296986e-34,4.5700015e-34,-2.070197e-34,-3.427905e-34,-4.8539078e-34,3.4652398e-34,1.6641453e-35,2.8594965e-34,-0.039908342,5.7989576e-35,4.3666823e-34,3.86605e-34,-8.3904215e-35,3.9414987e-34
neuron_28,-1.2103138e-35,4.823685e-34,1.8791616e-34,-2.8024378e-34,3.180143e-34,3.9878187e-34,3.279128e-34,4.4144345e-34,-4.176247e-34,0.040712807,4.102696e-34,0.0315121,0.038470373,-1.9242758e-09,4.3907882e-34,1.2077233e-34,3.6385655e-34,3.6828892e-34,3.0226864e-34,5.472475e-34,3.8791947e-34,-1.2144494e-34,3.3972595e-34,-5.0179833e-36,-1.3740638e-34,4.750812e-34,-2.6466003e-34,-2.7308593e-35,-8.266834e-35,0.028617414,0.047176287,5.813924e-34,-4.425097e-34,1.6757099e-34,-0.044276286,-4.6853598e-34,-1.9638355e-34,5.5785307e-34,-4.976538e-34,-1.6027234e-34,-3.9603277e-34,4.5872143e-34,-0.029284883,-1.6007894e-34,-3.546203e-34,-0.048655737,6.811309e-35,-3.3579456e-34,-0.043318957,-0.029381322,-2.9543984e-35,2.196667e-34,4.3997753e-34,-2.5799943e-34,1.1091554e-34,-4.4985485e-34,-2.1882445e-34,-4.572765e-35,-2.9189166e-35,-2.3729675e-34,-1.4640918e-34,3.279968e-34,-3.8249532e-34,5.0963466e-34,-8.0497945e-36,-0.037082326,3.2146781e-34,2.1295814e-34,-1.4933186e-35,-4.8908417e-34,-2.474975e-34,-0.03154334,-1.2249418e-34,-1.6746786e-34,-8.5737665e-35,-4.919702e-34,4.663108e-35,6.265201e-36,0.036785956,4.301466e-34,-5.096625e-34,-1.3272811e-14,-2.4333752e-34,-9.337675e-35,-0.04664592,-7.615624e-35,5.4437143e-34,-2.1342202e-34,-6.26544e-35,-8.689479e-35,9.001876e-36,-0.05315201,4.609443e-34,2.7795726e-34,-3.4384564e-35,-8.9752753e-35,-3.946415e-34,-1.7388046e-34,0.042056356,1.6092288e-34,2.2505514e-34,-2.6091748e-34,1.9325054e-34,-2.4607776e-34,-4.431096e-34,-4.284713e-34,-0.043839224,3.6250189e-34,9.404507e-35,3.3219342e-34,-4.9819398e-34,3.9077445e-34,-2.6505226e-34,-1.8600043e-34,-3.9568926e-34,3.520338e-34,-3.278355e-34,-3.2238057e-34,-2.9964416e-34,-1.6673009e-34,-0.04789062,-3.7037063e-34,-2.3116337e-35,-1.3598908e-34,-3.9069942e-35,2.9302135e-34
neuron_29,1.7798593e-34,-5.23978e-34,-3.9040595e-35,-4.6789703e-34,-1.243494e-35,-3.7359626e-34,-2.515326e-34,3.7542443e-34,-2.1319812e-34,0.045235794,2.0360246e-34,0.034282535,0.038678266,2.3940412e-34,-5.885861e-35,-3.8015389e-34,-7.1888924e-35,1.427707e-35,-2.130626e-35,5.0883955e-34,3.9102526e-34,-1.0096762e-34,3.990513e-34,-1.1034189e-34,-1.6149766e-34,-1.2357876e-34,2.1786344e-34,1.0303976e-34,5.8133993e-36,0.030580316,0.05091665,3.931684e-34,1.1260354e-34,-2.3585885e-34,-0.05120241,2.1839181e-34,-2.8839725e-34,-5.571516e-34,-4.414364e-34,1.257056e-34,-2.3071244e-34,-2.7445454e-34,-0.035696276,-5.0733546e-34,-2.9675385e-34,-0.048051175,1.4667383e-34,5.436992e-34,-0.042468593,-0.035173748,-5.0746677e-35,4.5944054e-34,-4.888999e-34,8.034443e-35,-1.1722584e-34,-3.9879766e-34,1.7356703e-34,-3.8328138e-35,2.4723323e-34,-2.1251187e-35,4.837791e-34,2.5312104e-34,-2.694098e-34,3.2503153e-34,-4.062817e-34,-0.038190834,-5.6324142e-34,4.0080307e-34,-3.2823012e-34,2.8340118e-35,-2.9120216e-34,-0.027537882,-4.2301983e-34,-4.964273e-34,1.3604476e-34,-3.324907e-34,-1.4816675e-34,2.674446e-34,0.035898596,-3.1889015e-37,-1.5573243e-34,-5.0031404e-14,5.244422e-34,-2.3459022e-34,-0.048086945,3.6405152e-35,-8.3114964e-35,-4.3099574e-34,-2.7524457e-34,1.6323185e-35,5.6362084e-35,-0.056829356,2.5236242e-35,4.4993626e-34,5.578562e-34,-2.2727535e-35,1.0203527e-34,2.2157233e-34,0.0386762,-1.0007358e-34,3.9711946e-34,-4.07239e-34,-4.753846e-34,-2.887427e-34,3.4769215e-34,-5.7642225e-35,-0.048579723,4.6749116e-34,-5.394157e-34,3.6344045e-34,-2.7827779e-34,-4.0228815e-34,-1.6508544e-34,7.1885015e-35,3.3022463e-34,-1.3254906e-34,9.474669e-35,1.3740184e-34,3.5974388e-34,4.3953543e-34,-0.048209928,-2.945011e-34,-5.2162925e-34,-1.3491656e-34,-3.3521361e-34,2.920534e-34
neuron_30,3.153001e-34,-2.2659043e-35,-1.7187316e-35,-1.5109094e-35,-3.2920263e-34,2.4052467e-34,-5.5467694e-34,1.2301771e-34,7.6416684e-35,0.031919785,5.3507254e-34,0.023882864,0.027185785,3.849957e-34,4.270145e-34,5.403072e-34,-4.8239786e-34,-2.4824306e-34,-2.1573687e-34,3.2255397e-34,-1.7574665e-34,-1.8841054e-34,3.3944372e-34,-4.5312515e-34,-4.391906e-34,-1.7259501e-34,-5.7862865e-34,6.83877e-35,2.7989479e-36,0.02159304,0.03478715,9.1819993e-35,-5.1871553e-34,3.6107972e-34,-0.031552233,1.4962166e-34,-2.1185914e-35,3.0428062e-34,-3.5698707e-35,5.197677e-34,2.1921675e-34,3.2234496e-34,-0.024603786,3.5806e-34,-8.014703e-35,-0.03521708,-5.4406544e-34,-1.8389195e-34,-0.02769139,-0.032427594,1.4961019e-34,1.9370257e-34,9.386056e-35,-3.1736428e-34,-2.2133135e-35,-8.277982e-35,1.499602e-34,2.1778235e-34,-4.114188e-34,-5.0355124e-35,-1.8928301e-34,2.7032736e-34,2.3169418e-35,-4.263348e-34,-3.1723185e-34,-0.033487268,4.20711e-34,-9.3227573e-35,3.770865e-34,-1.9222855e-34,-4.589021e-35,-0.017366601,-9.428709e-35,1.8382881e-34,5.345297e-34,3.5189659e-34,-4.5614048e-35,1.6024908e-34,0.020838518,-3.2179936e-34,-7.889413e-35,-1.3176832e-16,1.0314648e-34,3.921813e-34,-0.03686296,-1.347286e-34,-7.68113e-35,-8.842895e-35,-1.8359569e-34,-1.4207741e-34,-2.3672835e-34,-0.040997718,4.8056356e-35,3.476447e-34,1.1869072e-34,-4.685612e-34,4.5572607e-34,-1.1460794e-34,0.027806526,-8.791421e-35,-3.492963e-34,-5.225663e-34,-2.0594275e-34,-3.9217485e-34,2.960544e-34,-4.383005e-34,-0.03033409,-4.867737e-34,-2.3673774e-34,1.5008253e-34,4.507186e-34,-2.3278859e-34,3.923429e-34,3.0950302e-34,1.9353183e-35,5.422815e-34,-2.2672508e-34,-4.8749147e-34,-4.059385e-35,-6.8663564e-35,-0.03520983,1.2140432e-34,2.5368794e-34,-1.401034e-34,-6.438706e-35,9.021919e-36
neuron_31,5.2325336e-34,-1.8886535e-34,-7.097953e-35,5.723052e-34,-3.6812989e-34,3.416642e-36,3.6240404e-34,4.3187075e-34,3.8329684e-34,0.038909204,4.460688e-34,0.033506636,0.033494674,1.4722112e-34,-3.4737989e-34,2.6858691e-34,-9.781291e-35,-3.2581745e-35,3.2305225e-34,1.09176e-34,-2.381763e-34,2.0548061e-34,3.253974e-34,4.0593746e-34,-3.2749883e-34,3.2219398e-34,-6.2694945e-36,-2.7939788e-34,-3.481149e-35,0.031277504,0.045085303,5.714825e-34,-1.3825797e-34,3.4004976e-34,-0.041328266,1.8418819e-34,-1.577949e-34,-3.2179162e-34,-2.5353457e-34,-5.745922e-34,-4.154367e-35,4.9154403e-34,-0.03317405,4.0595358e-34,2.2230173e-34,-0.04500571,4.015105e-34,2.2303903e-34,-0.037236318,-0.03133047,-4.280527e-34,3.0035554e-34,-2.9221837e-34,5.111423e-34,-3.508431e-34,-2.8180847e-34,-3.854408e-34,-2.0017796e-34,-2.2749223e-34,7.126888e-36,5.0109506e-34,-2.7436135e-34,5.322797e-34,5.3478436e-34,2.8190653e-34,-0.036020696,2.2493651e-34,1.3776329e-34,1.4963649e-34,-2.5749204e-34,4.3429116e-34,-0.024126107,9.264415e-35,-1.0127508e-34,4.28427e-34,3.5004289e-34,-2.0433063e-34,2.059497e-34,0.027240818,4.920708e-34,8.3385534e-35,-4.603322e-15,3.854799e-34,4.4188784e-34,-0.042018652,2.4432411e-34,3.6137977e-34,-3.0812168e-34,3.3513124e-34,-1.9736245e-34,1.2302684e-34,-0.048019506,1.0566694e-34,-2.2753514e-34,2.9966845e-34,1.4557008e-34,-3.1896408e-34,6.708382e-35,0.034658678,3.2245576e-34,3.8087987e-34,2.8750284e-34,-2.8772722e-34,4.4979543e-34,8.0641656e-35,-3.1809258e-34,-0.0450287,5.261557e-34,2.994612e-37,4.138607e-34,-1.6802016e-35,1.3366427e-34,-2.7683186e-34,1.5960703e-34,-1.0211781e-34,-3.2302945e-34,2.0565512e-34,-1.6829557e-34,2.6664918e-34,-2.381276e-34,-0.040489577,-1.1063546e-34,-5.5574696e-34,-7.567657e-35,-1.4187152e-34,5.5579687e-34
neuron_32,-1.2607845e-34,-5.4131634e-34,-3.2405997e-35,4.6385472e-35,-2.6338755e-34,1.2488776e-34,1.1050737e-34,-1.1252557e-34,-1.5544287e-34,3.5240384e-34,1.6903373e-35,4.359563e-34,2.3639843e-34,-1.8137832e-34,-3.9484497e-34,-5.2963184e-34,-2.2913034e-34,-4.4879628e-35,3.0143422e-34,3.9042833e-34,1.3499161e-34,2.9388456e-34,-5.258386e-34,4.457152e-12,3.1031894e-34,3.066646e-34,-1.4049323e-34,-1.9508256e-34,1.322572e-34,-3.1662041e-34,-5.1116266e-34,-5.35209e-34,5.1268966e-34,3.5141945e-34,4.4184893e-35,5.155191e-34,-1.1002231e-34,-1.6134578e-36,-3.275291e-34,1.6193045e-34,5.201006e-34,-1.1042977e-34,1.241567e-34,-5.711562e-34,5.3755145e-34,-5.2648096e-35,7.260629e-35,5.186285e-35,-3.1878075e-34,3.5315767e-34,1.8205866e-34,3.499961e-35,8.4616147e-35,1.634231e-35,2.8500823e-34,2.800029e-34,4.4110977e-34,-1.3310744e-34,-1.6939926e-34,-1.6702542e-34,-5.821442e-35,-1.734017e-34,-6.4475314e-35,-5.527925e-34,-3.2973365e-34,4.281778e-34,1.9179292e-35,2.8200082e-34,-3.745161e-34,1.6911165e-34,-2.2828089e-35,3.9682077e-34,-8.241409e-36,3.1042234e-34,3.6820278e-34,-1.5848894e-34,-4.666095e-09,1.6658741e-34,3.5031658e-34,2.5808435e-34,1.9173317e-34,-2.410296e-35,5.798028e-34,5.2235167e-34,-1.3531407e-34,-4.175927e-34,-2.2404945e-34,5.6618616e-12,3.0443247e-34,-1.4379237e-34,-3.461486e-34,7.434333e-35,2.4520727e-34,1.2179912e-34,4.115051e-34,-2.6681518e-34,-5.6507914e-34,-1.325785e-34,2.4777922e-34,1.3939764e-34,-1.6641097e-34,-7.283083e-35,-1.665029e-34,-3.7775296e-34,4.913091e-34,2.8542132e-34,-3.9383717e-34,3.108091e-34,-6.163358e-35,3.2362117e-34,-3.8226883e-34,-3.886308e-34,5.4846776e-34,3.2753525e-34,-4.233265e-34,5.0758287e-34,5.7405813e-34,-2.8477306e-34,1.9969603e-35,2.0997137e-34,4.882234e-34,1.8252627e-34,4.0313023e-34,-1.1954321e-34,1.2303537e-34,-1.1563485e-34
